epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,8109.1,0.945,1.15277,1.26001,0.92618,0.82321,0.89552,0.74108,0.55621,0.48579,0.86847,0.00397019,0.00397019,0.00397019
173,8152.32,0.93615,1.15289,1.25594,0.92956,0.82216,0.89588,0.74143,0.55614,0.48528,0.86859,0.00391966,0.00391966,0.00391966
174,8195.47,0.93482,1.1464,1.25357,0.92809,0.82268,0.89601,0.74156,0.55608,0.48493,0.86867,0.00386926,0.00386926,0.00386926
175,8243.96,0.93767,1.13716,1.25695,0.92805,0.82124,0.89608,0.74154,0.55599,0.4844,0.8687,0.00381899,0.00381899,0.00381899
176,8294.69,0.94195,1.14174,1.25476,0.92819,0.82029,0.89616,0.74144,0.55589,0.48386,0.86874,0.00376885,0.00376885,0.00376885
177,8344.58,0.93317,1.1404,1.2568,0.92825,0.82031,0.89657,0.74139,0.55601,0.48332,0.86899,0.00371885,0.00371885,0.00371885
178,8394.49,0.93811,1.14559,1.25473,0.92625,0.82259,0.89687,0.74199,0.55567,0.48238,0.86879,0.00366899,0.00366899,0.00366899
179,8444.3,0.93642,1.14547,1.25469,0.92615,0.82172,0.89707,0.74192,0.55532,0.48197,0.86871,0.00361929,0.00361929,0.00361929
180,8491.75,0.93307,1.13967,1.25338,0.92767,0.82115,0.89728,0.74249,0.55509,0.4814,0.8687,0.00356975,0.00356975,0.00356975
1,51.121,1.9364,2.50176,1.94745,0.84554,0.34234,0.36467,0.22239,1.80546,2.64638,1.83283,0.0700478,0.00332803,0.00332803
2,97.5171,1.79222,2.28964,1.8396,0.40706,0.47907,0.46331,0.2914,1.68352,1.83588,1.74483,0.0400476,0.00666118,0.00666118
3,141.891,1.68323,2.15464,1.75831,0.96457,0.41273,0.48005,0.34049,1.44229,1.57602,1.52571,0.0100467,0.00999361,0.00999361
4,185.947,1.6142,2.03382,1.70568,0.49455,0.52381,0.55211,0.38943,1.27517,1.3575,1.43873,0.00999756,0.00999756,0.00999756
5,229.839,1.54157,1.95263,1.66188,0.95222,0.40564,0.51993,0.37714,1.24756,1.39771,1.37824,0.00999566,0.00999566,0.00999566
6,273.381,1.49329,1.89619,1.62797,0.52632,0.57767,0.55405,0.40536,1.18376,1.23267,1.29543,0.00999322,0.00999322,0.00999322
7,316.773,1.45928,1.84803,1.60562,0.45119,0.61698,0.55362,0.40909,1.15916,1.16645,1.28184,0.00999023,0.00999023,0.00999023
8,360.062,1.44479,1.81794,1.58898,0.97474,0.44736,0.57438,0.42964,1.07759,1.14802,1.26698,0.00998671,0.00998671,0.00998671
9,403.356,1.41063,1.76968,1.56961,0.51351,0.61414,0.58775,0.43827,1.07627,1.09493,1.25436,0.00998264,0.00998264,0.00998264
10,447.061,1.37848,1.75819,1.54895,0.4926,0.62724,0.59598,0.44033,1.06195,1.06771,1.18951,0.00997803,0.00997803,0.00997803
11,490.505,1.37255,1.74315,1.54016,0.5806,0.61634,0.61061,0.45787,1.03695,1.03505,1.21542,0.00997288,0.00997288,0.00997288
12,534.024,1.35416,1.71444,1.52843,0.51714,0.63597,0.60063,0.44863,1.08099,1.08758,1.21833,0.0099672,0.0099672,0.0099672
13,577.633,1.33616,1.70089,1.5234,0.58581,0.65778,0.6238,0.46559,0.9702,1.01531,1.16311,0.00996097,0.00996097,0.00996097
14,620.96,1.3211,1.67697,1.50704,0.5846,0.64007,0.62487,0.47431,0.93225,0.96742,1.14737,0.0099542,0.0099542,0.0099542
15,664.212,1.31343,1.65988,1.5048,0.58002,0.67628,0.63862,0.47008,0.94868,1.01077,1.1532,0.0099469,0.0099469,0.0099469
16,707.358,1.31235,1.67266,1.50594,0.62398,0.64506,0.64324,0.47364,0.95781,0.98091,1.13606,0.00993906,0.00993906,0.00993906
17,750.871,1.29561,1.64437,1.49072,0.61113,0.62756,0.6254,0.47683,0.90892,0.92182,1.10682,0.00993068,0.00993068,0.00993068
18,794.68,1.29455,1.63319,1.49394,0.58389,0.66173,0.63252,0.48814,0.89127,0.89071,1.07881,0.00992177,0.00992177,0.00992177
19,838.093,1.27975,1.61855,1.48291,0.63717,0.66322,0.65414,0.50033,0.88943,0.90722,1.09876,0.00991232,0.00991232,0.00991232
20,881.572,1.27428,1.6065,1.47699,0.6316,0.65188,0.65157,0.49917,0.88523,0.89899,1.07074,0.00990234,0.00990234,0.00990234
21,925.053,1.26873,1.61467,1.479,0.71092,0.6702,0.68497,0.50688,0.92962,0.87282,1.11438,0.00989183,0.00989183,0.00989183
22,968.633,1.25345,1.57165,1.46258,0.68548,0.69226,0.67428,0.51022,0.9007,0.8745,1.09173,0.00988079,0.00988079,0.00988079
23,1011.93,1.24909,1.57233,1.45798,0.66027,0.65229,0.66209,0.50953,0.88114,0.86768,1.07972,0.00986922,0.00986922,0.00986922
24,1055.15,1.23732,1.57384,1.45785,0.73977,0.66858,0.70144,0.53725,0.83877,0.83605,1.06203,0.00985711,0.00985711,0.00985711
25,1098.28,1.23626,1.56037,1.45252,0.72876,0.69734,0.70628,0.54069,0.84333,0.80685,1.05815,0.00984449,0.00984449,0.00984449
26,1141.5,1.23162,1.56077,1.4499,0.72554,0.6866,0.70863,0.53889,0.83665,0.79762,1.04135,0.00983133,0.00983133,0.00983133
27,1185.03,1.23071,1.53493,1.45119,0.74145,0.69401,0.72503,0.54601,0.84398,0.82516,1.08122,0.00981765,0.00981765,0.00981765
28,1228.27,1.21158,1.52632,1.43353,0.78575,0.68951,0.7445,0.55376,0.85039,0.78491,1.05921,0.00980345,0.00980345,0.00980345
29,1271.56,1.2068,1.51544,1.42843,0.74086,0.68827,0.72532,0.55461,0.82597,0.79403,1.04192,0.00978873,0.00978873,0.00978873
30,1315.05,1.20837,1.51743,1.43473,0.72246,0.6967,0.71476,0.55762,0.80681,0.77108,1.03483,0.00977349,0.00977349,0.00977349
31,1358.22,1.20509,1.52451,1.43154,0.77211,0.69378,0.73873,0.56455,0.79349,0.76477,1.00974,0.00975773,0.00975773,0.00975773
32,1401.57,1.20338,1.50946,1.43386,0.75435,0.71439,0.74861,0.57229,0.80398,0.79108,1.02933,0.00974145,0.00974145,0.00974145
33,1444.93,1.18785,1.50298,1.42424,0.78326,0.69839,0.75691,0.58014,0.77698,0.74098,1.0111,0.00972466,0.00972466,0.00972466
34,1488.08,1.19076,1.48516,1.42302,0.76177,0.71585,0.75518,0.5851,0.7604,0.74052,0.99963,0.00970736,0.00970736,0.00970736
35,1530.88,1.19155,1.48687,1.42389,0.7844,0.72142,0.76565,0.57829,0.77327,0.74261,1.01069,0.00968955,0.00968955,0.00968955
36,1573.75,1.18038,1.47816,1.41552,0.79133,0.7127,0.7746,0.59107,0.75568,0.72526,0.99353,0.00967122,0.00967122,0.00967122
37,1616.68,1.18048,1.47143,1.41456,0.81066,0.72827,0.77942,0.59481,0.76714,0.72601,0.99387,0.00965239,0.00965239,0.00965239
38,1659.38,1.16864,1.46716,1.40862,0.79228,0.74251,0.77327,0.59366,0.75185,0.70162,0.98715,0.00963306,0.00963306,0.00963306
39,1702.1,1.16634,1.46174,1.40443,0.82619,0.73111,0.78796,0.60501,0.74934,0.68797,0.98888,0.00961322,0.00961322,0.00961322
40,1744.95,1.16658,1.45841,1.40714,0.81523,0.73604,0.79237,0.61977,0.73233,0.68517,0.99149,0.00959289,0.00959289,0.00959289
41,1787.78,1.17002,1.45954,1.40334,0.80176,0.74488,0.78302,0.60612,0.72453,0.68989,0.98787,0.00957205,0.00957205,0.00957205
42,1830.76,1.15296,1.44513,1.39669,0.80438,0.74202,0.79077,0.61772,0.74461,0.69475,0.9944,0.00955072,0.00955072,0.00955072
43,1873.69,1.15213,1.43905,1.39674,0.78827,0.74552,0.7914,0.61026,0.74817,0.69236,1.00033,0.00952889,0.00952889,0.00952889
44,1916.32,1.15467,1.43958,1.40142,0.82522,0.75487,0.80927,0.62812,0.72769,0.67422,0.98529,0.00950658,0.00950658,0.00950658
45,1959.18,1.14033,1.42149,1.38923,0.82227,0.74816,0.80476,0.62814,0.70256,0.66369,0.96636,0.00948377,0.00948377,0.00948377
46,2002.02,1.13652,1.42376,1.38561,0.81278,0.76543,0.80027,0.63252,0.69879,0.65902,0.96326,0.00946048,0.00946048,0.00946048
47,2044.85,1.13745,1.42442,1.38468,0.8156,0.76594,0.81088,0.62995,0.71217,0.65646,0.97952,0.00943671,0.00943671,0.00943671
48,2087.58,1.13846,1.42511,1.38836,0.81974,0.75394,0.8086,0.62406,0.71411,0.66057,0.9754,0.00941245,0.00941245,0.00941245
49,2130.25,1.13644,1.43123,1.38549,0.81997,0.75121,0.80113,0.62821,0.70329,0.65319,0.96746,0.00938772,0.00938772,0.00938772
50,2173.19,1.1245,1.40538,1.37684,0.84281,0.75417,0.81452,0.63994,0.69515,0.64155,0.96409,0.00936251,0.00936251,0.00936251
51,2215.95,1.13314,1.41103,1.38515,0.83796,0.76449,0.82436,0.64966,0.69587,0.63573,0.96161,0.00933683,0.00933683,0.00933683
52,2258.67,1.12864,1.41402,1.37706,0.83581,0.76455,0.81896,0.64232,0.69809,0.64219,0.96141,0.00931067,0.00931067,0.00931067
53,2301.53,1.11931,1.39877,1.37446,0.84484,0.76616,0.82847,0.65474,0.6797,0.62798,0.94731,0.00928405,0.00928405,0.00928405
54,2344.25,1.11945,1.39891,1.37561,0.85363,0.76509,0.83012,0.65591,0.68628,0.6224,0.94401,0.00925697,0.00925697,0.00925697
55,2387.02,1.11402,1.39372,1.37269,0.8408,0.76421,0.82272,0.6572,0.66981,0.62147,0.93768,0.00922942,0.00922942,0.00922942
56,2429.94,1.11814,1.39748,1.37349,0.83925,0.76277,0.82224,0.65317,0.66968,0.62625,0.93938,0.00920142,0.00920142,0.00920142
57,2472.71,1.10964,1.37877,1.36878,0.85215,0.77404,0.83022,0.65738,0.66466,0.61806,0.93914,0.00917296,0.00917296,0.00917296
58,2515.66,1.10753,1.37926,1.36696,0.84587,0.76677,0.82584,0.65353,0.66842,0.62294,0.94246,0.00914405,0.00914405,0.00914405
59,2558.5,1.10405,1.38281,1.36681,0.84291,0.77728,0.8332,0.66093,0.6708,0.62129,0.94117,0.00911469,0.00911469,0.00911469
60,2601.47,1.10374,1.3802,1.36419,0.83889,0.78097,0.83575,0.66308,0.66964,0.62492,0.94091,0.00908488,0.00908488,0.00908488
61,2644.21,1.10587,1.37896,1.3646,0.84124,0.78858,0.83517,0.66663,0.65501,0.61694,0.93518,0.00905463,0.00905463,0.00905463
62,2687.01,1.09464,1.34904,1.35275,0.85209,0.78111,0.83786,0.67216,0.64685,0.60543,0.92632,0.00902395,0.00902395,0.00902395
63,2729.9,1.09382,1.36639,1.35838,0.8638,0.77879,0.84193,0.67349,0.64907,0.6003,0.9298,0.00899282,0.00899282,0.00899282
64,2772.47,1.09594,1.36284,1.36151,0.85335,0.77646,0.83795,0.67299,0.64304,0.59822,0.92275,0.00896127,0.00896127,0.00896127
65,2815.2,1.09806,1.36266,1.36047,0.85833,0.77314,0.83742,0.67396,0.63872,0.59089,0.91879,0.00892928,0.00892928,0.00892928
66,2858.15,1.09379,1.35215,1.35849,0.86037,0.77659,0.84194,0.67523,0.64054,0.58826,0.92171,0.00889687,0.00889687,0.00889687
67,2900.86,1.07978,1.34061,1.34698,0.86704,0.77896,0.84724,0.68059,0.63638,0.58756,0.91791,0.00886404,0.00886404,0.00886404
68,2943.46,1.08306,1.36037,1.35202,0.85677,0.7802,0.84543,0.6807,0.63791,0.5904,0.91908,0.00883079,0.00883079,0.00883079
69,2986.07,1.07659,1.33955,1.34801,0.85638,0.78569,0.84627,0.68309,0.63245,0.58279,0.91517,0.00879713,0.00879713,0.00879713
70,3029.05,1.08179,1.34074,1.34786,0.86886,0.78454,0.84493,0.68499,0.62728,0.57802,0.91133,0.00876305,0.00876305,0.00876305
71,3073.9,1.07977,1.34646,1.34946,0.87763,0.7869,0.8497,0.6888,0.62278,0.57499,0.90607,0.00872857,0.00872857,0.00872857
72,3117.64,1.08442,1.34394,1.35344,0.89284,0.78466,0.8526,0.68936,0.6254,0.57509,0.90873,0.00869368,0.00869368,0.00869368
73,3161.56,1.07486,1.34407,1.34689,0.88315,0.78887,0.85275,0.69107,0.62124,0.57137,0.90428,0.00865839,0.00865839,0.00865839
74,3205.34,1.08139,1.34083,1.34817,0.8884,0.78362,0.8542,0.69568,0.61355,0.56603,0.89895,0.00862271,0.00862271,0.00862271
75,3249.11,1.06927,1.32858,1.34148,0.88668,0.78488,0.85664,0.6963,0.61456,0.56152,0.89978,0.00858664,0.00858664,0.00858664
76,3293.14,1.07019,1.32273,1.33762,0.89619,0.78699,0.85954,0.69687,0.61347,0.55853,0.89878,0.00855018,0.00855018,0.00855018
77,3336.94,1.0629,1.31822,1.33844,0.89655,0.78818,0.8602,0.69762,0.61015,0.55636,0.89636,0.00851333,0.00851333,0.00851333
78,3382.49,1.07069,1.32215,1.34056,0.90297,0.78826,0.86113,0.69872,0.60709,0.55423,0.89592,0.00847611,0.00847611,0.00847611
79,3433.48,1.05635,1.30293,1.3322,0.8989,0.78846,0.86035,0.69894,0.60538,0.55174,0.89486,0.00843851,0.00843851,0.00843851
80,3484.2,1.06006,1.30437,1.33328,0.89878,0.78831,0.85976,0.6976,0.60445,0.55007,0.89441,0.00840054,0.00840054,0.00840054
81,3535.12,1.06282,1.31623,1.33615,0.89935,0.78732,0.85959,0.69949,0.60364,0.54673,0.89495,0.0083622,0.0083622,0.0083622
82,3585.59,1.06297,1.30669,1.33427,0.89356,0.78658,0.86085,0.69985,0.60214,0.54479,0.89364,0.00832349,0.00832349,0.00832349
83,3637.35,1.06387,1.31353,1.33554,0.89362,0.79079,0.86245,0.70191,0.60102,0.54477,0.89292,0.00828443,0.00828443,0.00828443
84,3689.28,1.05845,1.31065,1.33126,0.89864,0.79121,0.86133,0.70026,0.60365,0.54603,0.893,0.00824502,0.00824502,0.00824502
85,3741.12,1.05215,1.29527,1.32697,0.8922,0.79164,0.86139,0.70171,0.60355,0.54666,0.89269,0.00820525,0.00820525,0.00820525
86,3793.01,1.05969,1.30263,1.3386,0.89774,0.78638,0.86138,0.70088,0.60135,0.54649,0.89137,0.00816514,0.00816514,0.00816514
87,3844.67,1.04906,1.29459,1.32679,0.89191,0.79121,0.86268,0.70321,0.6012,0.54555,0.89115,0.00812468,0.00812468,0.00812468
88,3896.41,1.04258,1.28804,1.32417,0.89037,0.79071,0.86355,0.70396,0.60006,0.54365,0.89003,0.00808389,0.00808389,0.00808389
89,3948.6,1.04822,1.30069,1.32752,0.89974,0.78982,0.86417,0.70464,0.59955,0.54191,0.88996,0.00804277,0.00804277,0.00804277
90,4000.22,1.03886,1.29559,1.32272,0.89626,0.78881,0.86436,0.70554,0.59823,0.54012,0.88896,0.00800131,0.00800131,0.00800131
91,4050.73,1.038,1.28776,1.31731,0.89102,0.79145,0.86536,0.70595,0.59614,0.53882,0.88776,0.00795954,0.00795954,0.00795954
92,4101.11,1.04525,1.29446,1.32207,0.89396,0.79354,0.86594,0.70691,0.59484,0.53844,0.88739,0.00791744,0.00791744,0.00791744
93,4151.72,1.04646,1.29692,1.33007,0.90101,0.79102,0.86781,0.70809,0.59479,0.53838,0.88684,0.00787503,0.00787503,0.00787503
94,4202.21,1.03803,1.28208,1.32194,0.89697,0.7927,0.86736,0.70774,0.59393,0.53793,0.8861,0.00783231,0.00783231,0.00783231
95,4252.59,1.04249,1.28145,1.32108,0.90352,0.7914,0.86758,0.70834,0.59309,0.53703,0.88503,0.00778929,0.00778929,0.00778929
96,4302.69,1.03282,1.26661,1.31869,0.909,0.79244,0.86856,0.70958,0.59155,0.536,0.88345,0.00774596,0.00774596,0.00774596
97,4352.98,1.03407,1.27162,1.31622,0.90891,0.7943,0.86921,0.70972,0.59017,0.53519,0.88277,0.00770234,0.00770234,0.00770234
98,4404.84,1.02679,1.26993,1.31477,0.90861,0.79265,0.8697,0.71069,0.58935,0.53453,0.88247,0.00765843,0.00765843,0.00765843
99,4456.49,1.0271,1.26333,1.30986,0.90908,0.79637,0.87067,0.71147,0.58937,0.53322,0.88233,0.00761423,0.00761423,0.00761423
100,4507.51,1.03143,1.26752,1.31376,0.90235,0.79901,0.87196,0.71238,0.58804,0.53214,0.88157,0.00756976,0.00756976,0.00756976
101,4561.25,1.02543,1.26337,1.31019,0.90067,0.80469,0.87253,0.71376,0.58636,0.53112,0.8809,0.007525,0.007525,0.007525
102,4611.72,1.02348,1.25569,1.30745,0.90032,0.80563,0.87255,0.71379,0.58602,0.53093,0.88047,0.00747997,0.00747997,0.00747997
103,4662.18,1.02495,1.26741,1.3132,0.90374,0.80578,0.87385,0.71446,0.5853,0.5298,0.88006,0.00743468,0.00743468,0.00743468
104,4712.57,1.02576,1.26798,1.31009,0.90669,0.80469,0.87437,0.71509,0.5845,0.52826,0.87952,0.00738913,0.00738913,0.00738913
105,4763.23,1.02001,1.25904,1.30905,0.90701,0.80595,0.87512,0.71612,0.58333,0.52713,0.8788,0.00734332,0.00734332,0.00734332
106,4813.58,1.02588,1.25964,1.31208,0.90747,0.80642,0.87569,0.71577,0.5831,0.52616,0.8787,0.00729725,0.00729725,0.00729725
107,4864.14,1.01663,1.25122,1.30727,0.90637,0.8049,0.87544,0.71607,0.58214,0.52513,0.87825,0.00725094,0.00725094,0.00725094
108,4914.87,1.0171,1.25025,1.30641,0.90837,0.80469,0.87552,0.71687,0.58139,0.52388,0.87814,0.00720439,0.00720439,0.00720439
109,4965.25,1.0198,1.25938,1.30587,0.91145,0.8046,0.87639,0.71734,0.58061,0.52305,0.87727,0.00715761,0.00715761,0.00715761
110,5015.78,1.01237,1.24207,1.3042,0.9129,0.80454,0.87679,0.71785,0.57998,0.52215,0.87697,0.00711059,0.00711059,0.00711059
111,5066.09,1.02065,1.26573,1.31091,0.9114,0.80546,0.87746,0.7185,0.57957,0.52163,0.87688,0.00706335,0.00706335,0.00706335
112,5116.4,1.00696,1.23867,1.29943,0.91392,0.8049,0.87798,0.71983,0.57887,0.52104,0.87641,0.00701588,0.00701588,0.00701588
113,5166.64,1.01135,1.23701,1.3006,0.91881,0.80504,0.87864,0.72057,0.57807,0.52027,0.87595,0.0069682,0.0069682,0.0069682
114,5216.83,1.00158,1.23604,1.29766,0.92022,0.80496,0.8791,0.72156,0.57729,0.51973,0.8756,0.00692031,0.00692031,0.00692031
115,5267.38,1.00736,1.23563,1.29728,0.91908,0.80469,0.87962,0.72215,0.57656,0.51932,0.87531,0.00687222,0.00687222,0.00687222
116,5317.84,1.00906,1.23197,1.29749,0.91444,0.80742,0.88031,0.72279,0.5759,0.51881,0.87505,0.00682392,0.00682392,0.00682392
117,5368.09,1.00528,1.24017,1.30088,0.91336,0.80781,0.88045,0.72318,0.57542,0.51813,0.87499,0.00677543,0.00677543,0.00677543
118,5418.66,1.00345,1.23439,1.29975,0.91781,0.80637,0.88076,0.72328,0.57511,0.51723,0.87488,0.00672675,0.00672675,0.00672675
119,5469.13,1.0006,1.22192,1.29431,0.9119,0.80785,0.88134,0.72393,0.5744,0.51663,0.8746,0.00667789,0.00667789,0.00667789
120,5519.5,1.00062,1.22783,1.29495,0.91154,0.81098,0.88157,0.72431,0.57353,0.51538,0.87447,0.00662885,0.00662885,0.00662885
121,5570.06,0.99981,1.22098,1.29113,0.91008,0.811,0.88214,0.72446,0.57285,0.51485,0.87427,0.00657963,0.00657963,0.00657963
122,5620.43,1.00149,1.23057,1.29554,0.91302,0.81031,0.88178,0.72516,0.572,0.51401,0.87361,0.00653025,0.00653025,0.00653025
123,5670.64,0.99458,1.22899,1.29187,0.91112,0.81007,0.88196,0.72555,0.57184,0.51361,0.87342,0.00648071,0.00648071,0.00648071
124,5721.03,0.99415,1.22525,1.29189,0.91408,0.80984,0.88233,0.72559,0.57178,0.51319,0.87334,0.00643101,0.00643101,0.00643101
125,5771.57,0.99536,1.22266,1.29158,0.91559,0.80964,0.88298,0.72637,0.57138,0.5125,0.87311,0.00638115,0.00638115,0.00638115
126,5821.85,0.99711,1.23683,1.2939,0.91319,0.81058,0.88345,0.72598,0.57108,0.5119,0.87291,0.00633115,0.00633115,0.00633115
127,5872.11,0.99132,1.22545,1.28883,0.91433,0.80972,0.88389,0.72637,0.57081,0.5114,0.87285,0.00628101,0.00628101,0.00628101
128,5922.61,0.99664,1.23252,1.29398,0.91169,0.80965,0.88413,0.72709,0.5707,0.51087,0.87268,0.00623074,0.00623074,0.00623074
129,5972.87,0.98647,1.20886,1.2865,0.91849,0.80785,0.88453,0.7279,0.57042,0.51021,0.87278,0.00618034,0.00618034,0.00618034
130,6023.09,0.98552,1.20857,1.28695,0.91843,0.80831,0.88493,0.72814,0.56991,0.50973,0.87269,0.00612981,0.00612981,0.00612981
131,6073.73,0.99389,1.2136,1.28907,0.91952,0.80827,0.8854,0.72846,0.56964,0.50916,0.87255,0.00607916,0.00607916,0.00607916
132,6124.24,0.98006,1.19557,1.28387,0.91413,0.81125,0.88529,0.72886,0.56922,0.50854,0.87224,0.0060284,0.0060284,0.0060284
133,6174.58,0.98259,1.20534,1.28698,0.92151,0.80867,0.88515,0.72897,0.56885,0.5081,0.87211,0.00597754,0.00597754,0.00597754
134,6225.01,0.98093,1.20994,1.27979,0.91743,0.80953,0.88534,0.72941,0.56858,0.50757,0.87205,0.00592657,0.00592657,0.00592657
135,6275.93,0.98814,1.20956,1.28725,0.91806,0.80995,0.88553,0.72993,0.56816,0.50701,0.87159,0.00587551,0.00587551,0.00587551
136,6331.14,0.97715,1.19108,1.2825,0.91715,0.80999,0.88535,0.73037,0.5678,0.50652,0.87145,0.00582435,0.00582435,0.00582435
137,6381.48,0.9775,1.19995,1.28488,0.91919,0.81014,0.88568,0.73074,0.56726,0.50608,0.87103,0.00577311,0.00577311,0.00577311
138,6428.6,0.97728,1.20487,1.28344,0.91816,0.81085,0.88645,0.73063,0.56685,0.50549,0.87074,0.00572179,0.00572179,0.00572179
139,6474.27,0.97416,1.1956,1.27937,0.91663,0.8113,0.8861,0.73043,0.56634,0.50491,0.87038,0.0056704,0.0056704,0.0056704
140,6519.97,0.98464,1.21139,1.28699,0.91828,0.8108,0.8862,0.73095,0.56603,0.50445,0.87019,0.00561894,0.00561894,0.00561894
141,6565.2,0.98156,1.20565,1.28107,0.91766,0.8104,0.88663,0.73118,0.56578,0.50394,0.87003,0.00556742,0.00556742,0.00556742
142,6610.38,0.98793,1.21034,1.28689,0.92253,0.81053,0.88672,0.73188,0.56547,0.50356,0.8701,0.00551584,0.00551584,0.00551584
143,6655.51,0.96942,1.19488,1.28022,0.92455,0.8092,0.88681,0.73189,0.56491,0.50287,0.87003,0.00546421,0.00546421,0.00546421
144,6700.47,0.97491,1.19684,1.27999,0.92659,0.8104,0.88746,0.73188,0.56424,0.50224,0.8696,0.00541253,0.00541253,0.00541253
145,6745.16,0.97501,1.19531,1.27635,0.92422,0.8113,0.88793,0.73265,0.5637,0.50164,0.8693,0.00536081,0.00536081,0.00536081
146,6789.92,0.97344,1.19116,1.27695,0.92408,0.81169,0.88827,0.73282,0.56332,0.50072,0.8693,0.00530906,0.00530906,0.00530906
147,6834.93,0.97361,1.1844,1.27763,0.92481,0.81303,0.88903,0.73389,0.56262,0.50013,0.86906,0.00525728,0.00525728,0.00525728
148,6879.86,0.96753,1.18006,1.27242,0.92423,0.81518,0.88941,0.73407,0.56203,0.49957,0.86864,0.00520548,0.00520548,0.00520548
149,6924.85,0.9696,1.18943,1.2772,0.92503,0.81479,0.88982,0.73489,0.56156,0.49883,0.86836,0.00515366,0.00515366,0.00515366
150,6969.94,0.97066,1.19054,1.28004,0.9245,0.81609,0.88977,0.73482,0.56124,0.49842,0.86835,0.00510184,0.00510184,0.00510184
151,7015.39,0.95892,1.1797,1.27143,0.92457,0.81606,0.89014,0.7348,0.56092,0.49777,0.86826,0.00505,0.00505,0.00505
152,7060.43,0.96046,1.1756,1.26967,0.92522,0.81613,0.89057,0.73506,0.5607,0.49732,0.86808,0.00499816,0.00499816,0.00499816
153,7105.52,0.96107,1.17095,1.27463,0.92242,0.81643,0.89105,0.73548,0.5606,0.49674,0.8683,0.00494634,0.00494634,0.00494634
154,7150.14,0.95811,1.1813,1.26938,0.92502,0.81576,0.8911,0.73559,0.56017,0.49639,0.86814,0.00489452,0.00489452,0.00489452
155,7194.12,0.96933,1.19093,1.27602,0.92602,0.81608,0.89108,0.73566,0.55984,0.49597,0.868,0.00484272,0.00484272,0.00484272
156,7237.47,0.958,1.17791,1.26592,0.92749,0.81647,0.8915,0.73622,0.55968,0.49553,0.8681,0.00479094,0.00479094,0.00479094
157,7281,0.95268,1.16645,1.26282,0.92978,0.81661,0.89173,0.73636,0.55947,0.49481,0.86829,0.00473919,0.00473919,0.00473919
158,7324.49,0.95784,1.1708,1.26856,0.92821,0.8173,0.89226,0.73689,0.5593,0.49428,0.86833,0.00468747,0.00468747,0.00468747
159,7367.98,0.9544,1.16841,1.267,0.92972,0.81735,0.89252,0.73731,0.55897,0.49358,0.86822,0.00463579,0.00463579,0.00463579
160,7411.48,0.95232,1.17121,1.26718,0.91974,0.82258,0.89343,0.73772,0.55879,0.49288,0.86824,0.00458416,0.00458416,0.00458416
161,7455.1,0.95789,1.17277,1.26963,0.91946,0.82384,0.89338,0.73793,0.55844,0.49229,0.86826,0.00453258,0.00453258,0.00453258
162,7498.58,0.95208,1.17065,1.26555,0.91953,0.82426,0.89349,0.7383,0.55818,0.49167,0.86823,0.00448106,0.00448106,0.00448106
163,7542.16,0.93886,1.15661,1.25924,0.92089,0.82342,0.8935,0.73885,0.55799,0.4911,0.86834,0.0044296,0.0044296,0.0044296
164,7585.82,0.95666,1.17287,1.26605,0.92366,0.82371,0.89382,0.73864,0.55772,0.49034,0.86821,0.00437821,0.00437821,0.00437821
165,7629.52,0.95591,1.17028,1.2689,0.91876,0.82594,0.8942,0.73962,0.55751,0.48971,0.86833,0.00432689,0.00432689,0.00432689
166,7673.1,0.94164,1.15716,1.26025,0.9187,0.82594,0.89403,0.73973,0.55735,0.48918,0.86855,0.00427565,0.00427565,0.00427565
167,7716.42,0.94764,1.16229,1.26072,0.91868,0.82594,0.89418,0.74019,0.55715,0.48859,0.86853,0.00422449,0.00422449,0.00422449
168,7759.98,0.94098,1.15596,1.25416,0.91958,0.8249,0.89436,0.73992,0.55658,0.48801,0.86844,0.00417343,0.00417343,0.00417343
169,7803.43,0.94867,1.15714,1.26474,0.92131,0.82484,0.89485,0.73978,0.55645,0.48756,0.86843,0.00412246,0.00412246,0.00412246
170,7846.97,0.93033,1.14182,1.25222,0.92138,0.82468,0.8952,0.7404,0.55635,0.48693,0.86847,0.0040716,0.0040716,0.0040716
171,7890.62,0.93943,1.14899,1.25839,0.92273,0.8247,0.89527,0.74106,0.5562,0.48645,0.86841,0.00402084,0.00402084,0.00402084
172,7934.05,0.945,1.15277,1.26001,0.92618,0.82321,0.89552,0.74108,0.55621,0.48579,0.86847,0.00397019,0.00397019,0.00397019
173,7977.42,0.93615,1.15289,1.25594,0.92956,0.82216,0.89588,0.74143,0.55614,0.48528,0.86859,0.00391966,0.00391966,0.00391966
174,8021.01,0.93482,1.1464,1.25357,0.92809,0.82268,0.89601,0.74156,0.55608,0.48493,0.86867,0.00386926,0.00386926,0.00386926
175,8064.32,0.93767,1.13716,1.25695,0.92805,0.82124,0.89608,0.74154,0.55599,0.4844,0.8687,0.00381899,0.00381899,0.00381899
176,8107.59,0.94195,1.14174,1.25476,0.92819,0.82029,0.89616,0.74144,0.55589,0.48386,0.86874,0.00376885,0.00376885,0.00376885
