epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,239.803,1.63935,1.45688,1.83158,0.96733,0.76923,0.92273,0.57165,1.46607,1.30744,1.94182,0.000346736,0.000346736,0.000346736
82,242.678,1.77786,1.42622,1.77557,0.9463,0.84615,0.94167,0.61303,1.39756,1.28093,1.93081,0.000330233,0.000330233,0.000330233
83,245.62,1.78118,1.42468,1.74088,0.83917,0.84615,0.96021,0.64322,1.34629,1.26485,1.9003,0.000313729,0.000313729,0.000313729
84,248.52,1.93788,1.37797,1.85522,0.92719,0.98072,0.97357,0.63213,1.31972,1.24415,1.8747,0.000297226,0.000297226,0.000297226
85,251.361,1.83042,1.46175,1.75878,0.92719,0.98072,0.97357,0.63213,1.31972,1.24415,1.8747,0.000280723,0.000280723,0.000280723
86,254.378,1.78933,1.41064,1.65146,0.9254,0.95561,0.95143,0.63433,1.31705,1.21573,1.84677,0.00026422,0.00026422,0.00026422
87,257.303,1.62265,1.4346,1.60739,0.92252,0.91642,0.97357,0.65137,1.29658,1.18157,1.8006,0.000247716,0.000247716,0.000247716
88,260.328,1.71738,1.41533,1.62007,0.82016,0.92308,0.96957,0.65395,1.25677,1.14612,1.75779,0.000231213,0.000231213,0.000231213
89,263.157,1.79208,1.43348,1.58726,0.82016,0.92308,0.96957,0.65395,1.25677,1.14612,1.75779,0.00021471,0.00021471,0.00021471
90,266.073,1.56334,1.33994,1.61486,0.88282,0.84615,0.95024,0.64387,1.22874,1.12737,1.73226,0.000198206,0.000198206,0.000198206
91,269.189,1.49658,1.4988,1.75214,0.87684,0.84615,0.92483,0.63589,1.2073,1.11934,1.71126,0.000181703,0.000181703,0.000181703
92,271.986,1.44433,1.40339,1.70077,0.88936,0.84615,0.91833,0.60705,1.19376,1.12232,1.69664,0.0001652,0.0001652,0.0001652
93,274.852,1.54939,1.52628,1.83245,0.88936,0.84615,0.91833,0.60705,1.19376,1.12232,1.69664,0.000148696,0.000148696,0.000148696
94,278.044,1.47886,1.44594,1.7455,0.88895,0.84615,0.90858,0.59638,1.19836,1.14203,1.69909,0.000132193,0.000132193,0.000132193
95,281.14,1.4405,1.46274,1.77483,0.88043,0.84615,0.90803,0.59588,1.20363,1.1567,1.69789,0.00011569,0.00011569,0.00011569
96,284.36,1.38059,1.44548,1.62979,0.89887,0.84615,0.92824,0.59654,1.21123,1.15178,1.69377,9.91865e-05,9.91865e-05,9.91865e-05
97,287.17,1.5081,1.38451,1.86132,0.89887,0.84615,0.92824,0.59654,1.21123,1.15178,1.69377,8.26832e-05,8.26832e-05,8.26832e-05
98,289.955,1.57125,1.39944,1.75604,0.92644,0.84615,0.93933,0.61855,1.21466,1.14862,1.6954,6.61799e-05,6.61799e-05,6.61799e-05
99,292.872,1.4834,1.4173,1.73842,0.91842,0.84615,0.95385,0.63411,1.21815,1.15173,1.69496,4.96766e-05,4.96766e-05,4.96766e-05
100,295.59,1.35925,1.39953,1.61565,0.92541,0.84615,0.95841,0.63614,1.21937,1.14687,1.69342,3.31733e-05,3.31733e-05,3.31733e-05
